"Sample","Exclude","Organism","Site","Country","Island","name","colour","clade"
"T-Mau_163","Yes","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_163_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_164","Yes","Cratopus_aeneoniger","L'Etoiles","Mauritius",,"T-Mau_164_Cratopus_aeneoniger_(L'Etoiles-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_174","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_174_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3213","No","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3213_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3223","No","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3223_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3230","No","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3230_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3233","No","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3233_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3234","No","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3234_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3244","Yes","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3244_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3248","Yes","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3248_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3249","Yes","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3249_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3282","Yes","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3282_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3299","Yes","Cratopus_aeneoniger","Montagne_Cocotte","Mauritius",,"T-Mau_3299_Cratopus_aeneoniger_(Montagne_Cocotte-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3305","No","Cratopus_aeneoniger","Vallee_de_l'est","Mauritius",,"T-Mau_3305_Cratopus_aeneoniger_(Vallee_de_l'est-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3406","No","Cratopus_aeneoniger","Vallee_de_l'est","Mauritius",,"T-Mau_3406_Cratopus_aeneoniger_(Vallee_de_l'est-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3558","No","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3558_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3575","No","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3575_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3579","No","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3579_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3584","No","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3584_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3592","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3592_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3600","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3600_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3609","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3609_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3623","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3623_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3668","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3668_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3721","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3721_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_3754","No","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_3754_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_4","Yes","Cratopus_aeneoniger","Le_Pouce","Mauritius",,"T-Mau_4_Cratopus_aeneoniger_(Le_Pouce-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_463","No","Cratopus_aeneoniger","Plaine_Champagne","Mauritius",,"T-Mau_463_Cratopus_aeneoniger_(Plaine_Champagne-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_472","No","Cratopus_aeneoniger","Plaine_Champagne","Mauritius",,"T-Mau_472_Cratopus_aeneoniger_(Plaine_Champagne-Mauritius)","red","Cratopus aeneoniger group"
"T-Mau_96","No","Cratopus_aeneoniger","Machabee","Mauritius",,"T-Mau_96_Cratopus_aeneoniger_(Machabee-Mauritius)","red","Cratopus aeneoniger group"
"T-Reu_2005","No","Cratopus_brunnipes","Piton_Hyacinthe","France","Reunion Island","T-Reu_2005_Cratopus_brunnipes_(Piton_Hyacinthe-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_2040","No","Cratopus_brunnipes","Plaine_d'Affouches","France","Reunion Island","T-Reu_2040_Cratopus_brunnipes_(Plaine_d'Affouches-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_2041","No","Cratopus_brunnipes","Plaine_d'Affouches","France","Reunion Island","T-Reu_2041_Cratopus_brunnipes_(Plaine_d'Affouches-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_2054","No","Cratopus_brunnipes","Plaine_d'Affouches","France","Reunion Island","T-Reu_2054_Cratopus_brunnipes_(Plaine_d'Affouches-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_2058","No","Cratopus_brunnipes","Plaine_d'Affouches","France","Reunion Island","T-Reu_2058_Cratopus_brunnipes_(Plaine_d'Affouches-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_2165","No","Cratopus_brunnipes","Plaine_d'Affouches","France","Reunion Island","T-Reu_2165_Cratopus_brunnipes_(Plaine_d'Affouches-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_3012","Yes","Cratopus_brunnipes","Plaine_d'Affouches","France","Reunion Island","T-Reu_3012_Cratopus_brunnipes_(Plaine_d'Affouches-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_3091","No","Cratopus_brunnipes","Basse_Vallee","France","Reunion Island","T-Reu_3091_Cratopus_brunnipes_(Basse_Vallee-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_3347","No","Cratopus_brunnipes","Bayonne","France","Reunion Island","T-Reu_3347_Cratopus_brunnipes_(Bayonne-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_3539","No","Cratopus_brunnipes","Les_Makes","France","Reunion Island","T-Reu_3539_Cratopus_brunnipes_(Les_Makes-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_3635","No","Cratopus_brunnipes","Vallee_Heureuse","France","Reunion Island","T-Reu_3635_Cratopus_brunnipes_(Vallee_Heureuse-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_3639","No","Cratopus_brunnipes","Vallee_Heureuse","France","Reunion Island","T-Reu_3639_Cratopus_brunnipes_(Vallee_Heureuse-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4202","No","Cratopus_brunnipes","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4202_Cratopus_brunnipes_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4229","No","Cratopus_brunnipes","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4229_Cratopus_brunnipes_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4252","No","Cratopus_brunnipes","Foret_de_Bel_Air","France","Reunion Island","T-Reu_4252_Cratopus_brunnipes_(Foret_de_Bel_Air-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4550","No","Cratopus_brunnipes","Site_Dior","France","Reunion Island","T-Reu_4550_Cratopus_brunnipes_(Site_Dior-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4593","No","Cratopus_brunnipes","Site_Dior","France","Reunion Island","T-Reu_4593_Cratopus_brunnipes_(Site_Dior-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4732","No","Cratopus_brunnipes","Cascade_du_Chien","France","Reunion Island","T-Reu_4732_Cratopus_brunnipes_(Cascade_du_Chien-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4741","No","Cratopus_brunnipes","Cascade_du_Chien","France","Reunion Island","T-Reu_4741_Cratopus_brunnipes_(Cascade_du_Chien-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4743","No","Cratopus_brunnipes","Cascade_du_Chien","France","Reunion Island","T-Reu_4743_Cratopus_brunnipes_(Cascade_du_Chien-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4745","No","Cratopus_brunnipes","Cascade_du_Chien","France","Reunion Island","T-Reu_4745_Cratopus_brunnipes_(Cascade_du_Chien-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_4829","No","Cratopus_brunnipes","Plaine_des_Chicots","France","Reunion Island","T-Reu_4829_Cratopus_brunnipes_(Plaine_des_Chicots-Reunion)","Blue","Cratopus aeneoniger group"
"T-Reu_5120","No","Cratopus_brunnipes","Cascade_du_Chien","France","Reunion Island","T-Reu_5120_Cratopus_brunnipes_(Cascade_du_Chien-Reunion)","Blue","Cratopus aeneoniger group"
"T-Mau_128","No","Cratopus_armatus","Florin","Mauritius",,"T-Mau_128_Cratopus_armatus_(Florin-Mauritius)","red","Cratopus armatus"
"T-Mau_175","Yes","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_175_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_176","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_176_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_177","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_177_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_178","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_178_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_273","No","Cratopus_armatus","Kanaka","Mauritius",,"T-Mau_273_Cratopus_armatus_(Kanaka-Mauritius)","red","Cratopus armatus"
"T-Mau_282","No","Cratopus_armatus","Machabee","Mauritius",,"T-Mau_282_Cratopus_armatus_(Machabee-Mauritius)","red","Cratopus armatus"
"T-Mau_3629","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_3629_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_3649","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_3649_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_3650","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_3650_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_3788","No","Cratopus_armatus","Camp_Thorel","Mauritius",,"T-Mau_3788_Cratopus_armatus_(Camp_Thorel-Mauritius)","red","Cratopus armatus"
"T-Mau_3792","No","Cratopus_armatus","Le_Pouce","Mauritius",,"T-Mau_3792_Cratopus_armatus_(Le_Pouce-Mauritius)","red","Cratopus armatus"
"T-Mau_3796","No","Cratopus_armatus","Gorges","Mauritius",,"T-Mau_3796_Cratopus_armatus_(Gorges-Mauritius)","red","Cratopus armatus"
"T-Mau_3797","No","Cratopus_armatus","Gorges","Mauritius",,"T-Mau_3797_Cratopus_armatus_(Gorges-Mauritius)","red","Cratopus armatus"
"T-Mau_3798","No","Cratopus_armatus","Gorges","Mauritius",,"T-Mau_3798_Cratopus_armatus_(Gorges-Mauritius)","red","Cratopus armatus"
"T-Reu_5115","No","Cratopus_bernei","Cascade_du_Chien","France","Reunion Island","T-Reu_5115_Cratopus_bernei_(Cascade_du_Chien-Reunion)","Blue","Cratopus bernei"
"T-Reu_5116","No","Cratopus_bernei","Cascade_du_Chien","France","Reunion Island","T-Reu_5116_Cratopus_bernei_(Cascade_du_Chien-Reunion)","Blue","Cratopus bernei"
"T-Reu_5117","No","Cratopus_bernei","Cascade_du_Chien","France","Reunion Island","T-Reu_5117_Cratopus_bernei_(Cascade_du_Chien-Reunion)","Blue","Cratopus bernei"
"T-Reu_5118","No","Cratopus_bernei","Cascade_du_Chien","France","Reunion Island","T-Reu_5118_Cratopus_bernei_(Cascade_du_Chien-Reunion)","Blue","Cratopus bernei"
"T-Reu_5123","Yes","Cratopus_bernei","unknown","France","Reunion Island","T-Reu_5123_Cratopus_bernei_(unknown-Reunion)","Blue","Cratopus bernei"
"T-Reu_5124","Yes","Cratopus_bernei","unknown","France","Reunion Island","T-Reu_5124_Cratopus_bernei_(unknown-Reunion)","Blue","Cratopus bernei"
"T-Mau_102","No","Cratopus_caliginosus","Machabee","Mauritius",,"T-Mau_102_Cratopus_caliginosus_(Machabee-Mauritius)","red","Cratopus caliginosus"
"T-Mau_103","No","Cratopus_caliginosus","Machabee","Mauritius",,"T-Mau_103_Cratopus_caliginosus_(Machabee-Mauritius)","red","Cratopus caliginosus"
"T-Mau_104","No","Cratopus_caliginosus","Machabee","Mauritius",,"T-Mau_104_Cratopus_caliginosus_(Machabee-Mauritius)","red","Cratopus caliginosus"
"T-Mau_120","No","Cratopus_caliginosus","Pigeon_wood","Mauritius",,"T-Mau_120_Cratopus_caliginosus_(Pigeon_wood-Mauritius)","red","Cratopus caliginosus"
"T-Mau_131","No","Cratopus_caliginosus","Florin","Mauritius",,"T-Mau_131_Cratopus_caliginosus_(Florin-Mauritius)","red","Cratopus caliginosus"
"T-Mau_136","No","Cratopus_caliginosus","L'Etoiles","Mauritius",,"T-Mau_136_Cratopus_caliginosus_(L'Etoiles-Mauritius)","red","Cratopus caliginosus"
"T-Mau_137","No","Cratopus_caliginosus","L'Etoiles","Mauritius",,"T-Mau_137_Cratopus_caliginosus_(L'Etoiles-Mauritius)","red","Cratopus caliginosus"
"T-Mau_24","No","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_24_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3186","No","Cratopus_caliginosus","Montagne_Camizard","Mauritius",,"T-Mau_3186_Cratopus_caliginosus_(Montagne_Camizard-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3189","No","Cratopus_caliginosus","Montagne_Camizard","Mauritius",,"T-Mau_3189_Cratopus_caliginosus_(Montagne_Camizard-Mauritius)","red","Cratopus caliginosus"
"T-Mau_32","No","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_32_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3229","No","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_3229_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3237","No","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_3237_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3346","No","Cratopus_caliginosus","Vallee_de_l'est","Mauritius",,"T-Mau_3346_Cratopus_caliginosus_(Vallee_de_l'est-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3372","No","Cratopus_caliginosus","Vallee_de_l'est","Mauritius",,"T-Mau_3372_Cratopus_caliginosus_(Vallee_de_l'est-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3383","No","Cratopus_caliginosus","Vallee_de_l'est","Mauritius",,"T-Mau_3383_Cratopus_caliginosus_(Vallee_de_l'est-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3392","No","Cratopus_caliginosus","Vallee_de_l'est","Mauritius",,"T-Mau_3392_Cratopus_caliginosus_(Vallee_de_l'est-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3407","No","Cratopus_caliginosus","Vallee_de_l'est","Mauritius",,"T-Mau_3407_Cratopus_caliginosus_(Vallee_de_l'est-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3482","No","Cratopus_caliginosus","Ebony_Forest","Mauritius",,"T-Mau_3482_Cratopus_caliginosus_(Ebony_Forest-Mauritius)","red","Cratopus murinus"
"T-Mau_3494","No","Cratopus_caliginosus","Ebony_Forest","Mauritius",,"T-Mau_3494_Cratopus_caliginosus_(Ebony_Forest-Mauritius)","red","Cratopus murinus"
"T-Mau_3503","No","Cratopus_caliginosus","Ebony_Forest","Mauritius",,"T-Mau_3503_Cratopus_caliginosus_(Ebony_Forest-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3527","No","Cratopus_caliginosus","Corps_de_Garde","Mauritius",,"T-Mau_3527_Cratopus_caliginosus_(Corps_de_Garde-Mauritius)","red","Cratopus murinus"
"T-Mau_3529","No","Cratopus_caliginosus","Corps_de_Garde","Mauritius",,"T-Mau_3529_Cratopus_caliginosus_(Corps_de_Garde-Mauritius)","red","Cratopus murinus"
"T-Mau_3532","No","Cratopus_caliginosus","Corps_de_Garde","Mauritius",,"T-Mau_3532_Cratopus_caliginosus_(Corps_de_Garde-Mauritius)","red","Cratopus murinus"
"T-Mau_3594","No","Cratopus_caliginosus","Le_Pouce","Mauritius",,"T-Mau_3594_Cratopus_caliginosus_(Le_Pouce-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3652","No","Cratopus_caliginosus","Le_Pouce","Mauritius",,"T-Mau_3652_Cratopus_caliginosus_(Le_Pouce-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3659","No","Cratopus_caliginosus","Le_Pouce","Mauritius",,"T-Mau_3659_Cratopus_caliginosus_(Le_Pouce-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3713","No","Cratopus_caliginosus","Le_Pouce","Mauritius",,"T-Mau_3713_Cratopus_caliginosus_(Le_Pouce-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3799","No","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_3799_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3818","No","Cratopus_caliginosus","Montagne_de_Belle_Ombre","Mauritius",,"T-Mau_3818_Cratopus_caliginosus_(Montagne_de_Belle_Ombre-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3828","No","Cratopus_caliginosus","Brise_Fer","Mauritius",,"T-Mau_3828_Cratopus_caliginosus_(Brise_Fer-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3850","No","Cratopus_caliginosus","Brise_Fer","Mauritius",,"T-Mau_3850_Cratopus_caliginosus_(Brise_Fer-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3860","No","Cratopus_caliginosus","Gorges","Mauritius",,"T-Mau_3860_Cratopus_caliginosus_(Gorges-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3862","No","Cratopus_caliginosus","Gorges","Mauritius",,"T-Mau_3862_Cratopus_caliginosus_(Gorges-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3868","No","Cratopus_caliginosus","Gorges","Mauritius",,"T-Mau_3868_Cratopus_caliginosus_(Gorges-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3880","No","Cratopus_caliginosus","Le_Pouce","Mauritius",,"T-Mau_3880_Cratopus_caliginosus_(Le_Pouce-Mauritius)","red","Cratopus caliginosus"
"T-Mau_39","No","Cratopus_caliginosus","Petrin","Mauritius",,"T-Mau_39_Cratopus_caliginosus_(Petrin-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3905","No","Cratopus_caliginosus","Camp_Thorel","Mauritius",,"T-Mau_3905_Cratopus_caliginosus_(Camp_Thorel-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3906","No","Cratopus_caliginosus","Camp_Thorel","Mauritius",,"T-Mau_3906_Cratopus_caliginosus_(Camp_Thorel-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3907","No","Cratopus_caliginosus","Camp_Thorel","Mauritius",,"T-Mau_3907_Cratopus_caliginosus_(Camp_Thorel-Mauritius)","red","Cratopus caliginosus"
"T-Mau_414","No","Cratopus_caliginosus","Lion_Mountain","Mauritius",,"T-Mau_414_Cratopus_caliginosus_(Lion_Mountain-Mauritius)","red","Cratopus caliginosus"
"T-Mau_424","No","Cratopus_caliginosus","Lion_Mountain","Mauritius",,"T-Mau_424_Cratopus_caliginosus_(Lion_Mountain-Mauritius)","red","Cratopus caliginosus"
"T-Mau_428","No","Cratopus_caliginosus","Lion_Mountain","Mauritius",,"T-Mau_428_Cratopus_caliginosus_(Lion_Mountain-Mauritius)","red","Cratopus caliginosus"
"T-Mau_43","Yes","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_43_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_453","No","Cratopus_caliginosus","Plaine_Champagne","Mauritius",,"T-Mau_453_Cratopus_caliginosus_(Plaine_Champagne-Mauritius)","red","Cratopus caliginosus"
"T-Mau_457","No","Cratopus_caliginosus","Plaine_Champagne","Mauritius",,"T-Mau_457_Cratopus_caliginosus_(Plaine_Champagne-Mauritius)","red","Cratopus caliginosus"
"T-Mau_49","Yes","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_49_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_50","Yes","Cratopus_caliginosus","Montagne_Cocotte","Mauritius",,"T-Mau_50_Cratopus_caliginosus_(Montagne_Cocotte-Mauritius)","red","Cratopus caliginosus"
"T-Mau_68","No","Cratopus_caliginosus","Machabee","Mauritius",,"T-Mau_68_Cratopus_caliginosus_(Machabee-Mauritius)","red","Cratopus caliginosus"
"T-Mau_72","No","Cratopus_caliginosus","Machabee","Mauritius",,"T-Mau_72_Cratopus_caliginosus_(Machabee-Mauritius)","red","Cratopus caliginosus"
"T-Mau_3801","No","Cratopus_cariei","Montagne_de_Belle_Ombre","Mauritius",,"T-Mau_3801_Cratopus_cariei_(Montagne_de_Belle_Ombre-Mauritius)","red","Cratopus carei"
"T-Mau_3817","No","Cratopus_cariei","Montagne_de_Belle_Ombre","Mauritius",,"T-Mau_3817_Cratopus_cariei_(Montagne_de_Belle_Ombre-Mauritius)","red","Cratopus carei"
"T-Mau_3854","No","Cratopus_cariei","Camp","Mauritius",,"T-Mau_3854_Cratopus_cariei_(Camp-Mauritius)","red","Cratopus carei"
"T-Mau_3855","No","Cratopus_cariei","Camp","Mauritius",,"T-Mau_3855_Cratopus_cariei_(Camp-Mauritius)","red","Cratopus carei"
"T-Mau_3856","No","Cratopus_cariei","Camp","Mauritius",,"T-Mau_3856_Cratopus_cariei_(Camp-Mauritius)","red","Cratopus carei"
"T-Reu_2370","No","Cratopus_circumcinctus","Ravine_Jean_Payet","France","Reunion Island","T-Reu_2370_Cratopus_circumcinctus_(Ravine_Jean_Payet-Reunion)","Blue","Cratopus nigridorsis group"
"T-Reu_3329","No","Cratopus_circumcinctus","Bayonne","France","Reunion Island","T-Reu_3329_Cratopus_circumcinctus_(Bayonne-Reunion)","Blue","Cratopus nigridorsis group"
